date,usage,serial_number
2023-04-06,43,SUU3UH1MVQS4AUVM
2023-04-07,58,SUU3UH1MVQS4AUVM
2023-04-08,62,SUU3UH1MVQS4AUVM
2023-04-09,35,SUU3UH1MVQS4AUVM
2023-04-10,46,SUU3UH1MVQS4AUVM
2023-04-11,57,SUU3UH1MVQS4AUVM
2023-04-12,55,SUU3UH1MVQS4AUVM
2023-04-13,68,SUU3UH1MVQS4AUVM
2023-04-14,48,SUU3UH1MVQS4AUVM
2023-04-15,51,SUU3UH1MVQS4AUVM
2023-04-16,60,SUU3UH1MVQS4AUVM
2023-04-17,39,SUU3UH1MVQS4AUVM
2023-04-18,51,SUU3UH1MVQS4AUVM
2023-04-19,29,SUU3UH1MVQS4AUVM
2023-04-20,7,SUU3UH1MVQS4AUVM
2023-04-21,14,SUU3UH1MVQS4AUVM
2023-04-22,4,SUU3UH1MVQS4AUVM
2023-04-23,12,SUU3UH1MVQS4AUVM
2023-04-24,3,SUU3UH1MVQS4AUVM
2023-04-25,18,SUU3UH1MVQS4AUVM
2023-04-26,57,SUU3UH1MVQS4AUVM
2023-04-27,44,SUU3UH1MVQS4AUVM
2023-04-28,49,SUU3UH1MVQS4AUVM
2023-04-29,53,SUU3UH1MVQS4AUVM
2023-04-30,48,SUU3UH1MVQS4AUVM
2023-05-01,67,SUU3UH1MVQS4AUVM
2023-05-02,63,SUU3UH1MVQS4AUVM
2023-05-03,61,SUU3UH1MVQS4AUVM
2023-05-04,52,SUU3UH1MVQS4AUVM
2023-05-05,32,SUU3UH1MVQS4AUVM
2023-05-06,42,SUU3UH1MVQS4AUVM
2023-05-07,38,SUU3UH1MVQS4AUVM
2023-05-08,48,SUU3UH1MVQS4AUVM
2023-05-09,50,SUU3UH1MVQS4AUVM
2023-05-10,60,SUU3UH1MVQS4AUVM
2023-05-11,57,SUU3UH1MVQS4AUVM
2023-05-12,56,SUU3UH1MVQS4AUVM
2023-05-13,44,SUU3UH1MVQS4AUVM
2023-05-14,52,SUU3UH1MVQS4AUVM
2023-05-15,30,SUU3UH1MVQS4AUVM
2023-05-16,69,SUU3UH1MVQS4AUVM
2023-05-17,42,SUU3UH1MVQS4AUVM
2023-05-18,55,SUU3UH1MVQS4AUVM
2023-05-19,45,SUU3UH1MVQS4AUVM
2023-05-20,53,SUU3UH1MVQS4AUVM
2023-05-21,65,SUU3UH1MVQS4AUVM
2023-05-22,64,SUU3UH1MVQS4AUVM
2023-05-23,34,SUU3UH1MVQS4AUVM
2023-05-24,58,SUU3UH1MVQS4AUVM
2023-05-25,46,SUU3UH1MVQS4AUVM
2023-05-26,3,SUU3UH1MVQS4AUVM
2023-05-27,9,SUU3UH1MVQS4AUVM
2023-05-28,27,SUU3UH1MVQS4AUVM
2023-05-29,20,SUU3UH1MVQS4AUVM
2023-05-30,0,SUU3UH1MVQS4AUVM
2023-05-31,13,SUU3UH1MVQS4AUVM
2023-06-01,26,SUU3UH1MVQS4AUVM
2023-06-02,29,SUU3UH1MVQS4AUVM
2023-06-03,56,SUU3UH1MVQS4AUVM
2023-06-04,53,SUU3UH1MVQS4AUVM
2023-06-05,56,SUU3UH1MVQS4AUVM
2023-06-06,66,SUU3UH1MVQS4AUVM
2023-06-07,46,SUU3UH1MVQS4AUVM
2023-06-08,47,SUU3UH1MVQS4AUVM
2023-06-09,13,SUU3UH1MVQS4AUVM
2023-06-10,17,SUU3UH1MVQS4AUVM
2023-06-11,2,SUU3UH1MVQS4AUVM
2023-06-12,15,SUU3UH1MVQS4AUVM
2023-06-13,9,SUU3UH1MVQS4AUVM
2023-06-14,1,SUU3UH1MVQS4AUVM
2023-06-15,9,SUU3UH1MVQS4AUVM
2023-06-16,70,SUU3UH1MVQS4AUVM
2023-06-17,50,SUU3UH1MVQS4AUVM
2023-06-18,18,SUU3UH1MVQS4AUVM
2023-06-19,41,SUU3UH1MVQS4AUVM
2023-06-20,61,SUU3UH1MVQS4AUVM
2023-06-21,47,SUU3UH1MVQS4AUVM
2023-06-22,51,SUU3UH1MVQS4AUVM
2023-06-23,65,SUU3UH1MVQS4AUVM
2023-06-24,40,SUU3UH1MVQS4AUVM
2023-06-25,71,SUU3UH1MVQS4AUVM
2023-06-26,57,SUU3UH1MVQS4AUVM
2023-06-27,33,SUU3UH1MVQS4AUVM
2023-06-28,56,SUU3UH1MVQS4AUVM
2023-06-29,54,SUU3UH1MVQS4AUVM
2023-06-30,46,SUU3UH1MVQS4AUVM
2023-07-01,53,SUU3UH1MVQS4AUVM
2023-07-02,40,SUU3UH1MVQS4AUVM
2023-07-03,27,SUU3UH1MVQS4AUVM
2023-07-04,69,SUU3UH1MVQS4AUVM
2023-07-05,42,SUU3UH1MVQS4AUVM
2023-07-06,53,SUU3UH1MVQS4AUVM
2023-07-07,63,SUU3UH1MVQS4AUVM
2023-07-08,17,SUU3UH1MVQS4AUVM
2023-07-09,3,SUU3UH1MVQS4AUVM
2023-07-10,15,SUU3UH1MVQS4AUVM
2023-07-11,10,SUU3UH1MVQS4AUVM
2023-07-12,3,SUU3UH1MVQS4AUVM
2023-07-13,14,SUU3UH1MVQS4AUVM
2023-07-14,17,SUU3UH1MVQS4AUVM
2023-07-15,45,SUU3UH1MVQS4AUVM
2023-07-16,44,SUU3UH1MVQS4AUVM
2023-07-17,40,SUU3UH1MVQS4AUVM
2023-07-18,54,SUU3UH1MVQS4AUVM
2023-07-19,53,SUU3UH1MVQS4AUVM
2023-07-20,60,SUU3UH1MVQS4AUVM
2023-07-21,42,SUU3UH1MVQS4AUVM
2023-07-22,43,SUU3UH1MVQS4AUVM
2023-07-23,50,SUU3UH1MVQS4AUVM
2023-07-24,62,SUU3UH1MVQS4AUVM
2023-07-25,48,SUU3UH1MVQS4AUVM
2023-07-26,51,SUU3UH1MVQS4AUVM
2023-07-27,49,SUU3UH1MVQS4AUVM
2023-07-28,55,SUU3UH1MVQS4AUVM
2023-07-29,47,SUU3UH1MVQS4AUVM
2023-07-30,57,SUU3UH1MVQS4AUVM
2023-07-31,33,SUU3UH1MVQS4AUVM
2023-08-01,65,SUU3UH1MVQS4AUVM
2023-08-02,54,SUU3UH1MVQS4AUVM
2023-08-03,1,SUU3UH1MVQS4AUVM
2023-08-04,53,SUU3UH1MVQS4AUVM
2023-08-05,53,SUU3UH1MVQS4AUVM
2023-08-06,42,SUU3UH1MVQS4AUVM
2023-08-07,62,SUU3UH1MVQS4AUVM
2023-08-08,55,SUU3UH1MVQS4AUVM
2023-08-09,25,SUU3UH1MVQS4AUVM
2023-08-10,45,SUU3UH1MVQS4AUVM
2023-08-11,51,SUU3UH1MVQS4AUVM
2023-08-12,40,SUU3UH1MVQS4AUVM
2023-08-13,46,SUU3UH1MVQS4AUVM
2023-08-14,47,SUU3UH1MVQS4AUVM
2023-08-15,53,SUU3UH1MVQS4AUVM
2023-08-16,49,SUU3UH1MVQS4AUVM
2023-08-17,37,SUU3UH1MVQS4AUVM
2023-08-18,45,SUU3UH1MVQS4AUVM
2023-08-19,49,SUU3UH1MVQS4AUVM
2023-08-20,53,SUU3UH1MVQS4AUVM
2023-08-21,35,SUU3UH1MVQS4AUVM
2023-08-22,58,SUU3UH1MVQS4AUVM
2023-08-23,48,SUU3UH1MVQS4AUVM
2023-08-24,51,SUU3UH1MVQS4AUVM
2023-08-25,42,SUU3UH1MVQS4AUVM
2023-08-26,58,SUU3UH1MVQS4AUVM
2023-08-27,54,SUU3UH1MVQS4AUVM
2023-08-28,59,SUU3UH1MVQS4AUVM
2023-08-29,48,SUU3UH1MVQS4AUVM
2023-08-30,65,SUU3UH1MVQS4AUVM
2023-08-31,55,SUU3UH1MVQS4AUVM
2023-09-01,65,SUU3UH1MVQS4AUVM
2023-09-02,51,SUU3UH1MVQS4AUVM
2023-09-03,35,SUU3UH1MVQS4AUVM
2023-09-04,36,SUU3UH1MVQS4AUVM
2023-09-05,48,SUU3UH1MVQS4AUVM
2023-09-06,41,SUU3UH1MVQS4AUVM
2023-09-07,48,SUU3UH1MVQS4AUVM
2023-09-08,42,SUU3UH1MVQS4AUVM
2023-09-09,37,SUU3UH1MVQS4AUVM
2023-09-10,48,SUU3UH1MVQS4AUVM
2023-09-11,43,SUU3UH1MVQS4AUVM
2023-09-12,47,SUU3UH1MVQS4AUVM
2023-09-13,28,SUU3UH1MVQS4AUVM
2023-09-14,58,SUU3UH1MVQS4AUVM
2023-09-15,42,SUU3UH1MVQS4AUVM
2023-09-16,47,SUU3UH1MVQS4AUVM
2023-09-17,38,SUU3UH1MVQS4AUVM
2023-09-18,50,SUU3UH1MVQS4AUVM
2023-09-19,62,SUU3UH1MVQS4AUVM
2023-09-20,44,SUU3UH1MVQS4AUVM
2023-09-21,60,SUU3UH1MVQS4AUVM
2023-09-22,53,SUU3UH1MVQS4AUVM
2023-09-23,63,SUU3UH1MVQS4AUVM
2023-09-24,49,SUU3UH1MVQS4AUVM
2023-09-25,27,SUU3UH1MVQS4AUVM
2023-09-26,58,SUU3UH1MVQS4AUVM
2023-09-27,52,SUU3UH1MVQS4AUVM
2023-09-28,55,SUU3UH1MVQS4AUVM
2023-09-29,49,SUU3UH1MVQS4AUVM
2023-09-30,33,SUU3UH1MVQS4AUVM
2023-10-01,40,SUU3UH1MVQS4AUVM
2023-10-02,38,SUU3UH1MVQS4AUVM
2023-10-03,62,SUU3UH1MVQS4AUVM
2023-10-04,61,SUU3UH1MVQS4AUVM
2023-10-05,50,SUU3UH1MVQS4AUVM
2023-10-06,57,SUU3UH1MVQS4AUVM
2023-10-07,46,SUU3UH1MVQS4AUVM
2023-10-08,63,SUU3UH1MVQS4AUVM
2023-10-09,34,SUU3UH1MVQS4AUVM
2023-10-10,46,SUU3UH1MVQS4AUVM
2023-10-11,61,SUU3UH1MVQS4AUVM
2023-10-12,52,SUU3UH1MVQS4AUVM
2023-10-13,37,SUU3UH1MVQS4AUVM
2023-10-14,44,SUU3UH1MVQS4AUVM
2023-10-15,64,SUU3UH1MVQS4AUVM
2023-10-16,36,SUU3UH1MVQS4AUVM
2023-10-17,42,SUU3UH1MVQS4AUVM
2023-10-18,60,SUU3UH1MVQS4AUVM
2023-10-19,36,SUU3UH1MVQS4AUVM
2023-10-20,60,SUU3UH1MVQS4AUVM
2023-10-21,56,SUU3UH1MVQS4AUVM
2023-10-22,70,SUU3UH1MVQS4AUVM
2023-10-23,60,SUU3UH1MVQS4AUVM
2023-10-24,54,SUU3UH1MVQS4AUVM
2023-10-25,9,SUU3UH1MVQS4AUVM
2023-10-26,4,SUU3UH1MVQS4AUVM
2023-10-27,22,SUU3UH1MVQS4AUVM
2023-10-28,0,SUU3UH1MVQS4AUVM
2023-10-29,7,SUU3UH1MVQS4AUVM
2023-10-30,25,SUU3UH1MVQS4AUVM
2023-10-31,5,SUU3UH1MVQS4AUVM
2023-11-01,68,SUU3UH1MVQS4AUVM
2023-11-02,46,SUU3UH1MVQS4AUVM
2023-11-03,47,SUU3UH1MVQS4AUVM
2023-11-04,57,SUU3UH1MVQS4AUVM
2023-11-05,59,SUU3UH1MVQS4AUVM
2023-11-06,56,SUU3UH1MVQS4AUVM
2023-11-07,53,SUU3UH1MVQS4AUVM
2023-11-08,44,SUU3UH1MVQS4AUVM
2023-11-09,54,SUU3UH1MVQS4AUVM
2023-11-10,54,SUU3UH1MVQS4AUVM
2022-01-17,39,EMRPRFDJO1QS6ROH
2022-01-18,8,EMRPRFDJO1QS6ROH
2022-01-19,18,EMRPRFDJO1QS6ROH
2022-01-20,2,EMRPRFDJO1QS6ROH
2022-01-21,100,EMRPRFDJO1QS6ROH
2022-01-22,98,EMRPRFDJO1QS6ROH
2022-01-23,125,EMRPRFDJO1QS6ROH
2022-01-24,96,EMRPRFDJO1QS6ROH
2022-01-25,111,EMRPRFDJO1QS6ROH
2022-01-26,108,EMRPRFDJO1QS6ROH
2022-01-27,99,EMRPRFDJO1QS6ROH
2022-01-28,95,EMRPRFDJO1QS6ROH
2022-01-29,109,EMRPRFDJO1QS6ROH
2022-01-30,103,EMRPRFDJO1QS6ROH
2022-01-31,90,EMRPRFDJO1QS6ROH
2022-02-01,107,EMRPRFDJO1QS6ROH
2022-02-02,97,EMRPRFDJO1QS6ROH
2022-02-03,92,EMRPRFDJO1QS6ROH
2022-02-04,102,EMRPRFDJO1QS6ROH
2022-02-05,119,EMRPRFDJO1QS6ROH
2022-02-06,91,EMRPRFDJO1QS6ROH
2022-02-07,118,EMRPRFDJO1QS6ROH
2022-02-08,105,EMRPRFDJO1QS6ROH
2022-02-09,119,EMRPRFDJO1QS6ROH
2022-02-10,98,EMRPRFDJO1QS6ROH
2022-02-11,107,EMRPRFDJO1QS6ROH
2022-02-12,86,EMRPRFDJO1QS6ROH
2022-02-13,107,EMRPRFDJO1QS6ROH
2022-02-14,97,EMRPRFDJO1QS6ROH
2022-02-15,98,EMRPRFDJO1QS6ROH
2022-02-16,107,EMRPRFDJO1QS6ROH
2022-02-17,106,EMRPRFDJO1QS6ROH
2022-02-18,108,EMRPRFDJO1QS6ROH
2022-02-19,86,EMRPRFDJO1QS6ROH
2022-02-20,112,EMRPRFDJO1QS6ROH
2022-02-21,118,EMRPRFDJO1QS6ROH
2022-02-22,110,EMRPRFDJO1QS6ROH
2022-02-23,119,EMRPRFDJO1QS6ROH
2022-02-24,100,EMRPRFDJO1QS6ROH
2022-02-25,99,EMRPRFDJO1QS6ROH
2022-02-26,102,EMRPRFDJO1QS6ROH
2022-02-27,108,EMRPRFDJO1QS6ROH
2022-02-28,104,EMRPRFDJO1QS6ROH
2022-03-01,112,EMRPRFDJO1QS6ROH
2022-03-02,108,EMRPRFDJO1QS6ROH
2022-03-03,94,EMRPRFDJO1QS6ROH
2022-03-04,122,EMRPRFDJO1QS6ROH
2022-03-05,96,EMRPRFDJO1QS6ROH
2022-03-06,96,EMRPRFDJO1QS6ROH
2022-03-07,103,EMRPRFDJO1QS6ROH
2022-03-08,111,EMRPRFDJO1QS6ROH
2022-03-09,102,EMRPRFDJO1QS6ROH
2022-03-10,103,EMRPRFDJO1QS6ROH
2022-03-11,96,EMRPRFDJO1QS6ROH
2022-03-12,87,EMRPRFDJO1QS6ROH
2022-03-13,94,EMRPRFDJO1QS6ROH
2022-03-14,30,EMRPRFDJO1QS6ROH
2022-03-15,2,EMRPRFDJO1QS6ROH
2022-03-16,27,EMRPRFDJO1QS6ROH
2022-03-17,18,EMRPRFDJO1QS6ROH
2022-03-18,32,EMRPRFDJO1QS6ROH
2022-03-19,4,EMRPRFDJO1QS6ROH
2022-03-20,0,EMRPRFDJO1QS6ROH
2022-03-21,106,EMRPRFDJO1QS6ROH
2022-03-22,91,EMRPRFDJO1QS6ROH
2022-03-23,103,EMRPRFDJO1QS6ROH
2022-03-24,106,EMRPRFDJO1QS6ROH
2022-03-25,118,EMRPRFDJO1QS6ROH
2022-03-26,116,EMRPRFDJO1QS6ROH
2022-03-27,108,EMRPRFDJO1QS6ROH
2022-03-28,97,EMRPRFDJO1QS6ROH
2022-03-29,109,EMRPRFDJO1QS6ROH
2022-03-30,107,EMRPRFDJO1QS6ROH
2022-03-31,109,EMRPRFDJO1QS6ROH
2022-04-01,129,EMRPRFDJO1QS6ROH
2022-04-02,112,EMRPRFDJO1QS6ROH
2022-04-03,122,EMRPRFDJO1QS6ROH
2022-04-04,100,EMRPRFDJO1QS6ROH
2022-04-05,88,EMRPRFDJO1QS6ROH
2022-04-06,98,EMRPRFDJO1QS6ROH
2022-04-07,109,EMRPRFDJO1QS6ROH
2022-04-08,108,EMRPRFDJO1QS6ROH
2022-04-09,90,EMRPRFDJO1QS6ROH
2022-04-10,110,EMRPRFDJO1QS6ROH
2022-04-11,114,EMRPRFDJO1QS6ROH
2022-04-12,98,EMRPRFDJO1QS6ROH
2022-04-13,105,EMRPRFDJO1QS6ROH
2022-04-14,106,EMRPRFDJO1QS6ROH
2022-04-15,101,EMRPRFDJO1QS6ROH
2022-04-16,109,EMRPRFDJO1QS6ROH
2022-04-17,91,EMRPRFDJO1QS6ROH
2022-04-18,113,EMRPRFDJO1QS6ROH
2022-04-19,97,EMRPRFDJO1QS6ROH
2022-04-20,88,EMRPRFDJO1QS6ROH
2022-04-21,98,EMRPRFDJO1QS6ROH
2022-04-22,93,EMRPRFDJO1QS6ROH
2022-04-23,91,EMRPRFDJO1QS6ROH
2022-04-24,105,EMRPRFDJO1QS6ROH
2022-04-25,102,EMRPRFDJO1QS6ROH
2022-04-26,98,EMRPRFDJO1QS6ROH
2022-04-27,91,EMRPRFDJO1QS6ROH
2022-04-28,122,EMRPRFDJO1QS6ROH
2022-04-29,94,EMRPRFDJO1QS6ROH
2022-04-30,124,EMRPRFDJO1QS6ROH
2022-05-01,97,EMRPRFDJO1QS6ROH
2022-05-02,111,EMRPRFDJO1QS6ROH
2022-05-03,99,EMRPRFDJO1QS6ROH
2022-05-04,26,EMRPRFDJO1QS6ROH
2022-05-05,31,EMRPRFDJO1QS6ROH
2022-05-06,17,EMRPRFDJO1QS6ROH
2022-05-07,10,EMRPRFDJO1QS6ROH
2022-05-08,15,EMRPRFDJO1QS6ROH
2022-05-09,36,EMRPRFDJO1QS6ROH
2022-05-10,18,EMRPRFDJO1QS6ROH
2022-05-11,12,EMRPRFDJO1QS6ROH
2022-05-12,103,EMRPRFDJO1QS6ROH
2022-05-13,108,EMRPRFDJO1QS6ROH
2022-05-14,107,EMRPRFDJO1QS6ROH
2022-05-15,100,EMRPRFDJO1QS6ROH
2022-05-16,105,EMRPRFDJO1QS6ROH
2022-05-17,108,EMRPRFDJO1QS6ROH
2022-05-18,116,EMRPRFDJO1QS6ROH
2022-05-19,118,EMRPRFDJO1QS6ROH
2022-05-20,98,EMRPRFDJO1QS6ROH
2022-05-21,108,EMRPRFDJO1QS6ROH
2022-05-22,110,EMRPRFDJO1QS6ROH
2022-05-23,93,EMRPRFDJO1QS6ROH
2022-05-24,110,EMRPRFDJO1QS6ROH
2022-05-25,81,EMRPRFDJO1QS6ROH
2022-05-26,121,EMRPRFDJO1QS6ROH
2022-05-27,98,EMRPRFDJO1QS6ROH
2022-05-28,97,EMRPRFDJO1QS6ROH
2022-05-29,115,EMRPRFDJO1QS6ROH
2022-05-30,96,EMRPRFDJO1QS6ROH
2022-05-31,105,EMRPRFDJO1QS6ROH
2022-06-01,108,EMRPRFDJO1QS6ROH
2022-06-02,98,EMRPRFDJO1QS6ROH
2022-06-03,108,EMRPRFDJO1QS6ROH
2022-06-04,99,EMRPRFDJO1QS6ROH
2022-06-05,98,EMRPRFDJO1QS6ROH
2022-06-06,109,EMRPRFDJO1QS6ROH
2022-06-07,81,EMRPRFDJO1QS6ROH
2022-06-08,113,EMRPRFDJO1QS6ROH
2022-06-09,94,EMRPRFDJO1QS6ROH
2022-06-10,112,EMRPRFDJO1QS6ROH
2022-06-11,114,EMRPRFDJO1QS6ROH
2022-06-12,109,EMRPRFDJO1QS6ROH
2022-06-13,99,EMRPRFDJO1QS6ROH
2022-06-14,112,EMRPRFDJO1QS6ROH
2022-06-15,97,EMRPRFDJO1QS6ROH
2022-06-16,109,EMRPRFDJO1QS6ROH
2022-06-17,103,EMRPRFDJO1QS6ROH
2022-06-18,104,EMRPRFDJO1QS6ROH
2022-06-19,110,EMRPRFDJO1QS6ROH
2022-06-20,116,EMRPRFDJO1QS6ROH
2022-06-21,87,EMRPRFDJO1QS6ROH
2022-06-22,98,EMRPRFDJO1QS6ROH
2022-06-23,94,EMRPRFDJO1QS6ROH
2022-06-24,111,EMRPRFDJO1QS6ROH
2022-06-25,105,EMRPRFDJO1QS6ROH
2022-06-26,20,EMRPRFDJO1QS6ROH
2022-06-27,27,EMRPRFDJO1QS6ROH
2022-06-28,32,EMRPRFDJO1QS6ROH
2022-06-29,12,EMRPRFDJO1QS6ROH
2022-06-30,12,EMRPRFDJO1QS6ROH
2022-07-01,6,EMRPRFDJO1QS6ROH
2022-07-02,18,EMRPRFDJO1QS6ROH
2022-07-03,109,EMRPRFDJO1QS6ROH
2022-07-04,96,EMRPRFDJO1QS6ROH
2022-07-05,100,EMRPRFDJO1QS6ROH
2022-07-06,112,EMRPRFDJO1QS6ROH
2022-07-07,117,EMRPRFDJO1QS6ROH
2022-07-08,90,EMRPRFDJO1QS6ROH
2022-07-09,82,EMRPRFDJO1QS6ROH
2022-07-10,126,EMRPRFDJO1QS6ROH
2022-07-11,101,EMRPRFDJO1QS6ROH
2022-07-12,124,EMRPRFDJO1QS6ROH
2022-07-13,112,EMRPRFDJO1QS6ROH
2022-07-14,79,EMRPRFDJO1QS6ROH
2022-07-15,104,EMRPRFDJO1QS6ROH
2022-07-16,108,EMRPRFDJO1QS6ROH
2022-07-17,103,EMRPRFDJO1QS6ROH
2022-07-18,113,EMRPRFDJO1QS6ROH
2022-07-19,104,EMRPRFDJO1QS6ROH
2022-07-20,112,EMRPRFDJO1QS6ROH
2022-07-21,98,EMRPRFDJO1QS6ROH
2022-07-22,114,EMRPRFDJO1QS6ROH
2022-07-23,115,EMRPRFDJO1QS6ROH
2022-07-24,108,EMRPRFDJO1QS6ROH
2022-07-25,112,EMRPRFDJO1QS6ROH
2022-07-26,93,EMRPRFDJO1QS6ROH
2022-07-27,107,EMRPRFDJO1QS6ROH
2022-07-28,99,EMRPRFDJO1QS6ROH
2022-07-29,101,EMRPRFDJO1QS6ROH
2022-07-30,126,EMRPRFDJO1QS6ROH
2022-07-31,118,EMRPRFDJO1QS6ROH
2022-08-01,104,EMRPRFDJO1QS6ROH
2022-08-02,108,EMRPRFDJO1QS6ROH
2022-08-03,109,EMRPRFDJO1QS6ROH
2022-08-04,105,EMRPRFDJO1QS6ROH
2022-08-05,95,EMRPRFDJO1QS6ROH
2022-08-06,118,EMRPRFDJO1QS6ROH
2022-08-07,105,EMRPRFDJO1QS6ROH
2022-08-08,110,EMRPRFDJO1QS6ROH
2022-08-09,123,EMRPRFDJO1QS6ROH
2022-08-10,123,EMRPRFDJO1QS6ROH
2022-08-11,106,EMRPRFDJO1QS6ROH
2022-08-12,122,EMRPRFDJO1QS6ROH
2022-08-13,98,EMRPRFDJO1QS6ROH
2022-08-14,123,EMRPRFDJO1QS6ROH
2022-08-15,100,EMRPRFDJO1QS6ROH
2022-08-16,110,EMRPRFDJO1QS6ROH
2022-08-17,111,EMRPRFDJO1QS6ROH
2022-08-18,103,EMRPRFDJO1QS6ROH
2022-08-19,112,EMRPRFDJO1QS6ROH
2022-08-20,94,EMRPRFDJO1QS6ROH
2022-08-21,112,EMRPRFDJO1QS6ROH
2022-08-22,87,EMRPRFDJO1QS6ROH
2022-08-23,86,EMRPRFDJO1QS6ROH
2022-08-24,123,EMRPRFDJO1QS6ROH
2022-08-25,109,EMRPRFDJO1QS6ROH
2022-08-26,101,EMRPRFDJO1QS6ROH
2022-08-27,96,EMRPRFDJO1QS6ROH
2022-08-28,113,EMRPRFDJO1QS6ROH
2022-08-29,102,EMRPRFDJO1QS6ROH
2022-08-30,1,EMRPRFDJO1QS6ROH
2022-08-31,96,EMRPRFDJO1QS6ROH
2022-09-01,91,EMRPRFDJO1QS6ROH
2022-09-02,106,EMRPRFDJO1QS6ROH
2022-09-03,121,EMRPRFDJO1QS6ROH
2022-09-04,97,EMRPRFDJO1QS6ROH
2022-09-05,95,EMRPRFDJO1QS6ROH
2022-09-06,113,EMRPRFDJO1QS6ROH
2022-09-07,101,EMRPRFDJO1QS6ROH
2022-09-08,108,EMRPRFDJO1QS6ROH
2022-09-09,107,EMRPRFDJO1QS6ROH
2022-09-10,106,EMRPRFDJO1QS6ROH
2022-09-11,116,EMRPRFDJO1QS6ROH
2022-09-12,115,EMRPRFDJO1QS6ROH
2022-09-13,100,EMRPRFDJO1QS6ROH
2022-09-14,104,EMRPRFDJO1QS6ROH
2022-09-15,90,EMRPRFDJO1QS6ROH
2022-09-16,107,EMRPRFDJO1QS6ROH
2022-09-17,114,EMRPRFDJO1QS6ROH
2022-09-18,106,EMRPRFDJO1QS6ROH
2022-09-19,114,EMRPRFDJO1QS6ROH
2022-09-20,118,EMRPRFDJO1QS6ROH
2022-09-21,111,EMRPRFDJO1QS6ROH
2022-09-22,112,EMRPRFDJO1QS6ROH
2022-09-23,111,EMRPRFDJO1QS6ROH
2022-09-24,115,EMRPRFDJO1QS6ROH
2022-09-25,94,EMRPRFDJO1QS6ROH
2022-09-26,101,EMRPRFDJO1QS6ROH
2022-09-27,96,EMRPRFDJO1QS6ROH
2022-09-28,110,EMRPRFDJO1QS6ROH
2022-09-29,91,EMRPRFDJO1QS6ROH
2022-09-30,105,EMRPRFDJO1QS6ROH
2022-10-01,115,EMRPRFDJO1QS6ROH
2022-10-02,102,EMRPRFDJO1QS6ROH
2022-10-03,109,EMRPRFDJO1QS6ROH
2022-10-04,103,EMRPRFDJO1QS6ROH
2022-10-05,118,EMRPRFDJO1QS6ROH
2022-10-06,107,EMRPRFDJO1QS6ROH
2022-10-07,114,EMRPRFDJO1QS6ROH
2022-10-08,96,EMRPRFDJO1QS6ROH
2022-10-09,108,EMRPRFDJO1QS6ROH
2022-10-10,94,EMRPRFDJO1QS6ROH
2022-10-11,116,EMRPRFDJO1QS6ROH
2022-10-12,101,EMRPRFDJO1QS6ROH
2022-10-13,99,EMRPRFDJO1QS6ROH
2022-10-14,103,EMRPRFDJO1QS6ROH
2022-10-15,113,EMRPRFDJO1QS6ROH
2022-10-16,104,EMRPRFDJO1QS6ROH
2022-10-17,101,EMRPRFDJO1QS6ROH
2022-10-18,118,EMRPRFDJO1QS6ROH
2022-10-19,105,EMRPRFDJO1QS6ROH
2022-10-20,107,EMRPRFDJO1QS6ROH
2022-10-21,27,EMRPRFDJO1QS6ROH
2022-10-22,19,EMRPRFDJO1QS6ROH
2022-10-23,29,EMRPRFDJO1QS6ROH
2022-10-24,27,EMRPRFDJO1QS6ROH
2022-10-25,23,EMRPRFDJO1QS6ROH
2022-10-26,19,EMRPRFDJO1QS6ROH
2022-10-27,22,EMRPRFDJO1QS6ROH
2022-10-28,111,EMRPRFDJO1QS6ROH
2022-10-29,108,EMRPRFDJO1QS6ROH
2022-10-30,91,EMRPRFDJO1QS6ROH
2022-10-31,94,EMRPRFDJO1QS6ROH
2022-11-01,95,EMRPRFDJO1QS6ROH
2022-11-02,101,EMRPRFDJO1QS6ROH
2022-11-03,108,EMRPRFDJO1QS6ROH
2022-11-04,90,EMRPRFDJO1QS6ROH
2022-11-05,116,EMRPRFDJO1QS6ROH
2022-11-06,113,EMRPRFDJO1QS6ROH
2022-11-07,129,EMRPRFDJO1QS6ROH
2022-11-08,111,EMRPRFDJO1QS6ROH
2022-11-09,102,EMRPRFDJO1QS6ROH
2022-11-10,102,EMRPRFDJO1QS6ROH
2022-11-11,111,EMRPRFDJO1QS6ROH
2022-11-12,113,EMRPRFDJO1QS6ROH
2022-11-13,119,EMRPRFDJO1QS6ROH
2022-11-14,98,EMRPRFDJO1QS6ROH
2022-11-15,93,EMRPRFDJO1QS6ROH
2022-11-16,108,EMRPRFDJO1QS6ROH
2022-11-17,96,EMRPRFDJO1QS6ROH
2022-11-18,99,EMRPRFDJO1QS6ROH
2022-11-19,108,EMRPRFDJO1QS6ROH
2022-11-20,106,EMRPRFDJO1QS6ROH
2022-11-21,106,EMRPRFDJO1QS6ROH
2022-11-22,124,EMRPRFDJO1QS6ROH
2022-11-23,86,EMRPRFDJO1QS6ROH
2022-11-24,95,EMRPRFDJO1QS6ROH
2022-11-25,80,EMRPRFDJO1QS6ROH
2022-11-26,106,EMRPRFDJO1QS6ROH
2022-11-27,111,EMRPRFDJO1QS6ROH
2022-11-28,96,EMRPRFDJO1QS6ROH
2022-11-29,124,EMRPRFDJO1QS6ROH
2022-11-30,117,EMRPRFDJO1QS6ROH
2022-12-01,100,EMRPRFDJO1QS6ROH
