date,break,serial_number
2023-06-12,1,STCKO98JBO7BAHVK
2023-11-02,1,STCKO98JBO7BAHVK
2023-11-05,1,STCKO98JBO7BAHVK
2024-02-21,1,STCKO98JBO7BAHVK
2024-05-02,0,STCKO98JBO7BAHVK
2024-05-16,1,STCKO98JBO7BAHVK
2024-08-18,1,G1AG8IMWLIQ3LK9G
2024-10-31,1,G1AG8IMWLIQ3LK9G
2025-02-01,1,G1AG8IMWLIQ3LK9G
2025-02-06,0,G1AG8IMWLIQ3LK9G
2025-03-01,1,G1AG8IMWLIQ3LK9G
2025-03-29,1,G1AG8IMWLIQ3LK9G
2025-05-06,1,G1AG8IMWLIQ3LK9G
2025-06-17,1,G1AG8IMWLIQ3LK9G
2025-07-08,1,G1AG8IMWLIQ3LK9G
2025-07-09,0,G1AG8IMWLIQ3LK9G
2025-07-21,0,G1AG8IMWLIQ3LK9G
2023-04-07,1,PFCKFK8K5O8XA50K
2023-06-10,1,PFCKFK8K5O8XA50K
2023-07-21,1,PFCKFK8K5O8XA50K
2023-07-25,1,PFCKFK8K5O8XA50K
2023-08-25,0,PFCKFK8K5O8XA50K
2023-08-29,1,PFCKFK8K5O8XA50K
2024-01-30,0,PFCKFK8K5O8XA50K
2024-04-05,1,PFCKFK8K5O8XA50K
2024-04-06,1,PFCKFK8K5O8XA50K
2024-04-17,0,PFCKFK8K5O8XA50K
2024-09-12,1,PFCKFK8K5O8XA50K
2022-05-25,1,2YTW2ZFR7DOHRA1W
2022-08-09,1,2YTW2ZFR7DOHRA1W
2022-12-26,0,2YTW2ZFR7DOHRA1W
2023-01-12,1,2YTW2ZFR7DOHRA1W
2023-03-23,1,2YTW2ZFR7DOHRA1W
2023-05-18,1,2YTW2ZFR7DOHRA1W
2023-08-12,1,2YTW2ZFR7DOHRA1W
2024-01-21,1,2YTW2ZFR7DOHRA1W
2023-08-15,1,C41TF3EK5KN5QQZT
2024-09-05,1,GXDINIQL67QKZFUI
2024-11-02,1,GXDINIQL67QKZFUI
2025-01-05,1,GXDINIQL67QKZFUI
2023-11-18,1,2UQKJO89AOSAABVK
2023-11-24,1,2UQKJO89AOSAABVK
2023-12-08,0,2UQKJO89AOSAABVK
2023-12-09,1,2UQKJO89AOSAABVK
2024-05-11,1,2UQKJO89AOSAABVK
2024-06-03,1,2UQKJO89AOSAABVK
2024-06-20,1,2UQKJO89AOSAABVK
2024-07-17,1,2UQKJO89AOSAABVK
2024-09-03,1,2UQKJO89AOSAABVK
2024-10-08,1,2UQKJO89AOSAABVK
2025-01-06,1,2UQKJO89AOSAABVK
2025-01-27,1,2UQKJO89AOSAABVK
2025-04-08,1,2UQKJO89AOSAABVK
2025-07-25,1,2UQKJO89AOSAABVK
2025-08-02,1,2UQKJO89AOSAABVK
2022-09-16,1,VMCV6L4NI6K58QAV
2022-09-20,1,VMCV6L4NI6K58QAV
2022-11-10,1,VMCV6L4NI6K58QAV
2023-02-26,1,VMCV6L4NI6K58QAV
2023-04-12,1,VMCV6L4NI6K58QAV
2023-08-19,1,VMCV6L4NI6K58QAV
2023-08-23,1,VMCV6L4NI6K58QAV
2024-01-10,0,VMCV6L4NI6K58QAV
2024-09-11,1,VMCV6L4NI6K58QAV
2024-10-18,1,VMCV6L4NI6K58QAV
2024-08-16,1,EFLF3FIFQ9I5BQPF
2024-08-20,1,EFLF3FIFQ9I5BQPF
2024-08-31,1,EFLF3FIFQ9I5BQPF
2024-09-17,1,EFLF3FIFQ9I5BQPF
2024-09-20,1,EFLF3FIFQ9I5BQPF
2025-02-26,0,EFLF3FIFQ9I5BQPF
2025-07-14,1,EFLF3FIFQ9I5BQPF
2022-11-01,0,SM9MRMXZ2QH9DJUM
2022-12-19,1,SM9MRMXZ2QH9DJUM
2023-01-05,1,SM9MRMXZ2QH9DJUM
2023-01-07,0,SM9MRMXZ2QH9DJUM
2023-09-06,1,SM9MRMXZ2QH9DJUM
2023-12-20,1,SM9MRMXZ2QH9DJUM
2024-04-02,1,SM9MRMXZ2QH9DJUM
2024-04-12,1,SM9MRMXZ2QH9DJUM
2022-10-13,0,0ULAFACK5YN55Q2A
2022-09-22,1,PXXT6TFNIKFXR5YT
2022-10-06,0,PXXT6TFNIKFXR5YT
2022-03-19,1,S44MGM8OHQRHAAVM
2022-08-23,1,S44MGM8OHQRHAAVM
2022-11-22,1,S44MGM8OHQRHAAVM
2023-02-01,1,S44MGM8OHQRHAAVM
2023-02-13,1,S44MGM8OHQRHAAVM
2023-05-04,1,S44MGM8OHQRHAAVM
2023-08-23,1,S44MGM8OHQRHAAVM
2024-02-04,1,CYRBAB1WLMQ3WKJB
2024-08-08,1,CYRBAB1WLMQ3WKJB
2025-05-28,1,CYRBAB1WLMQ3WKJB
2025-02-09,1,0FTYCYN3X5NQHXVY
2025-03-16,1,0FTYCYN3X5NQHXVY
2025-04-08,1,0FTYCYN3X5NQHXVY
2025-04-10,1,0FTYCYN3X5NQHXVY
2025-07-03,1,0FTYCYN3X5NQHXVY
2023-11-29,0,ETGHSHGK51N5XQDH
2023-12-16,1,ETGHSHGK51N5XQDH
2023-12-18,1,ETGHSHGK51N5XQDH
2024-01-01,1,ETGHSHGK51N5XQDH
2024-04-04,1,ETGHSHGK51N5XQDH
2025-03-12,0,ETGHSHGK51N5XQDH
2025-05-13,1,ETGHSHGK51N5XQDH
2025-05-15,0,ETGHSHGK51N5XQDH
2025-01-20,0,EXA1Y156WX532KT1
2025-04-23,1,EXA1Y156WX532KT1
2025-05-02,1,EXA1Y156WX532KT1
2025-07-19,1,EXA1Y156WX532KT1
2025-08-26,1,EXA1Y156WX532KT1
2024-02-06,1,2T89GM8JBQ7BAHVM
2024-04-17,1,2T89GM8JBQ7BAHVM
2024-04-22,1,2T89GM8JBQ7BAHVM
2024-08-07,1,2T89GM8JBQ7BAHVM
2022-07-15,0,01UNJOTNI4K5IQBO
2022-07-23,1,01UNJOTNI4K5IQBO
2023-01-28,1,01UNJOTNI4K5IQBO
2023-05-01,1,01UNJOTNI4K5IQBO
2023-11-17,1,CF59EM8K5Q8XA50M
2023-11-28,1,CF59EM8K5Q8XA50M
2023-12-17,0,CF59EM8K5Q8XA50M
2024-02-11,0,CF59EM8K5Q8XA50M
2024-03-24,0,CF59EM8K5Q8XA50M
2024-05-02,1,CF59EM8K5Q8XA50M
2024-09-08,1,CF59EM8K5Q8XA50M
2024-12-12,1,CF59EM8K5Q8XA50M
2025-02-13,1,CF59EM8K5Q8XA50M
2025-03-08,1,CF59EM8K5Q8XA50M
2023-12-04,1,SY22YMXDZQAJDOUM
2024-02-22,1,SY22YMXDZQAJDOUM
2024-04-23,1,SY22YMXDZQAJDOUM
2024-08-14,0,SY22YMXDZQAJDOUM
2025-04-14,1,SY22YMXDZQAJDOUM
2023-03-03,1,P4XFRBEK5MN5QQZB
2023-04-03,1,P4XFRBEK5MN5QQZB
2023-04-08,1,P4XFRBEK5MN5QQZB
2023-08-28,1,P4XFRBEK5MN5QQZB
2023-11-11,1,P4XFRBEK5MN5QQZB
2023-12-12,0,P4XFRBEK5MN5QQZB
2024-03-01,0,P4XFRBEK5MN5QQZB
2024-04-24,1,P4XFRBEK5MN5QQZB
2022-03-04,1,0X8RT4KI83KQ7X14
2022-04-15,1,0X8RT4KI83KQ7X14
2022-05-04,0,0X8RT4KI83KQ7X14
2022-05-31,1,0X8RT4KI83KQ7X14
2022-06-23,1,0X8RT4KI83KQ7X14
2022-08-21,1,0X8RT4KI83KQ7X14
2022-10-12,1,0X8RT4KI83KQ7X14
2022-10-31,1,0X8RT4KI83KQ7X14
2023-07-24,1,SUV9GM89AQSAAUVM
2023-08-15,1,SUV9GM89AQSAAUVM
2024-01-25,1,SUV9GM89AQSAAUVM
2024-06-22,1,SUV9GM89AQSAAUVM
2024-08-17,0,SUV9GM89AQSAAUVM
2024-10-08,1,SUV9GM89AQSAAUVM
2024-10-24,1,SUV9GM89AQSAAUVM
2024-11-06,1,SUV9GM89AQSAAUVM
2024-12-18,1,SUV9GM89AQSAAUVM
2025-03-31,0,SUV9GM89AQSAAUVM
2025-04-01,0,SUV9GM89AQSAAUVM
2024-11-03,1,EMOLBHYWL1Q36ROH
2025-01-22,1,EMOLBHYWL1Q36ROH
2025-06-11,1,2M1X4TFMSKJBRV1T
2025-07-03,1,2M1X4TFMSKJBRV1T
2025-07-08,1,2M1X4TFMSKJBRV1T
2023-01-15,1,CXRFZMXTLQXFDG4M
2023-03-07,1,CXRFZMXTLQXFDG4M
2022-09-09,1,243XXM8MHQRHAUVM
2022-10-15,1,243XXM8MHQRHAUVM
2022-11-20,0,243XXM8MHQRHAUVM
2022-12-09,1,243XXM8MHQRHAUVM
2023-06-10,1,243XXM8MHQRHAUVM
2023-08-26,1,243XXM8MHQRHAUVM
2023-10-01,1,243XXM8MHQRHAUVM
2023-10-15,0,243XXM8MHQRHAUVM
2023-10-18,0,243XXM8MHQRHAUVM
2024-03-28,1,PY01E9UBITK5NZH9
2024-07-19,1,PY01E9UBITK5NZH9
2024-07-30,1,PY01E9UBITK5NZH9
2024-08-12,1,PY01E9UBITK5NZH9
2024-10-13,1,PY01E9UBITK5NZH9
2024-11-16,1,PY01E9UBITK5NZH9
2025-04-17,1,PY01E9UBITK5NZH9
2025-06-01,1,PY01E9UBITK5NZH9
2025-06-27,0,PY01E9UBITK5NZH9
2025-07-08,1,PY01E9UBITK5NZH9
2022-12-15,1,GFIQBYNYX5NQHUVY
2023-03-24,1,GFIQBYNYX5NQHUVY
2023-06-11,1,GFIQBYNYX5NQHUVY
2023-11-23,0,GFIQBYNYX5NQHUVY
2024-01-23,1,GFIQBYNYX5NQHUVY
2024-02-13,1,GFIQBYNYX5NQHUVY
2024-05-17,1,GFIQBYNYX5NQHUVY
2024-05-19,0,GFIQBYNYX5NQHUVY
2024-02-29,1,S1BFWMXTDQBODEUM
2024-05-16,1,S1BFWMXTDQBODEUM
2025-03-15,1,VTNYMUGH51N5XODH
2025-05-01,1,VTNYMUGH51N5XODH
2025-05-14,1,VTNYMUGH51N5XODH
2022-09-24,1,STMU5K1MBQ7BAUVM
2022-10-11,1,STMU5K1MBQ7BAUVM
2022-10-12,1,STMU5K1MBQ7BAUVM
2023-05-28,0,STMU5K1MBQ7BAUVM
2023-06-24,1,STMU5K1MBQ7BAUVM
2023-07-10,1,STMU5K1MBQ7BAUVM
2023-07-29,1,STMU5K1MBQ7BAUVM
2023-07-31,1,G1DS0P2OLYQ3LS9A
2023-08-13,1,G1DS0P2OLYQ3LS9A
2023-10-01,1,G1DS0P2OLYQ3LS9A
2023-11-28,1,G1DS0P2OLYQ3LS9A
2023-12-13,1,G1DS0P2OLYQ3LS9A
2023-12-15,1,G1DS0P2OLYQ3LS9A
2024-01-17,1,G1DS0P2OLYQ3LS9A
2023-02-15,1,PFMUH91M5Q8XA40M
2023-05-08,1,PFMUH91M5Q8XA40M
2023-08-03,0,PFMUH91M5Q8XA40M
2023-10-05,0,PFMUH91M5Q8XA40M
2023-11-17,1,PFMUH91M5Q8XA40M
2024-03-08,1,PFMUH91M5Q8XA40M
2024-08-12,1,PFMUH91M5Q8XA40M
2024-09-02,1,PFMUH91M5Q8XA40M
2023-01-09,0,2YCV8IEM7KOHRV1T
2023-12-23,1,2YCV8IEM7KOHRV1T
2024-09-24,1,2YCV8IEM7KOHRV1T
2024-12-30,1,2YCV8IEM7KOHRV1T
2025-01-14,1,2YCV8IEM7KOHRV1T
2025-02-01,1,2YCV8IEM7KOHRV1T
2025-07-17,1,C4VJ14HB5MN5QJZB
2025-03-16,1,GXOC2DP465QKZEUY
2025-04-01,1,GXOC2DP465QKZEUY
2025-08-20,0,GXOC2DP465QKZEUY
2025-08-29,1,GXOC2DP465QKZEUY
2024-12-12,0,2UWUQF1MAQSAAUVM
2024-12-31,0,2UWUQF1MAQSAAUVM
2025-01-31,1,2UWUQF1MAQSAAUVM
2022-07-04,1,VMMDCERHIUK58DAJ
2022-09-19,1,VMMDCERHIUK58DAJ
2022-09-24,1,VMMDCERHIUK58DAJ
2022-10-24,1,VMMDCERHIUK58DAJ
2022-10-30,1,VMMDCERHIUK58DAJ
2022-12-21,1,VMMDCERHIUK58DAJ
2023-02-21,1,VMMDCERHIUK58DAJ
2023-08-30,1,VMMDCERHIUK58DAJ
2023-11-10,1,VMMDCERHIUK58DAJ
2023-11-29,1,VMMDCERHIUK58DAJ
2024-03-12,1,VMMDCERHIUK58DAJ
2024-09-02,1,VMMDCERHIUK58DAJ
2024-07-13,1,EF34WJY1QXI5BTP1
2024-08-23,1,EF34WJY1QXI5BTP1
2024-09-22,1,EF34WJY1QXI5BTP1
2024-09-29,0,EF34WJY1QXI5BTP1
2024-10-12,1,EF34WJY1QXI5BTP1
2024-12-21,1,EF34WJY1QXI5BTP1
2025-01-21,1,EF34WJY1QXI5BTP1
2025-06-27,0,EF34WJY1QXI5BTP1
2023-08-08,1,SMSHJWVT2QH9DEUM
2023-09-18,1,SMSHJWVT2QH9DEUM
2023-09-22,0,SMSHJWVT2QH9DEUM
2022-03-28,1,0U3XWTBA5YN5592A
2022-05-14,1,0U3XWTBA5YN5592A
2023-03-02,1,0U3XWTBA5YN5592A
2023-04-02,1,0U3XWTBA5YN5592A
2023-04-18,1,0U3XWTBA5YN5592A
2023-06-02,1,0U3XWTBA5YN5592A
2022-04-03,0,CYA5K0Z9LMQRW7JB
2024-07-02,1,0FCB6OMYX5NTHUVY
2025-03-30,1,0FCB6OMYX5NTHUVY
2025-04-11,1,0FCB6OMYX5NTHUVY
2025-04-28,1,0FCB6OMYX5NTHUVY
2025-04-02,1,ETYQWUAH51N9XODH
2025-04-10,0,ETYQWUAH51N9XODH
2025-07-09,0,ETYQWUAH51N9XODH
2023-05-25,1,EXDAKZ0UWX5G2CT1
2023-11-20,1,EXDAKZ0UWX5G2CT1
2024-01-23,1,EXDAKZ0UWX5G2CT1
2024-02-23,1,EXDAKZ0UWX5G2CT1
2024-03-01,1,EXDAKZ0UWX5G2CT1
2024-03-18,0,EXDAKZ0UWX5G2CT1
2024-07-13,1,EXDAKZ0UWX5G2CT1
2023-09-02,0,2TX3ZK1MBQ74AUVM
2024-03-21,1,2TX3ZK1MBQ74AUVM
2024-04-28,0,2TX3ZK1MBQ74AUVM
2024-10-07,0,2TX3ZK1MBQ74AUVM
2023-12-09,0,01EEQCSAI4KZI2BO
2024-02-25,1,01EEQCSAI4KZI2BO
2024-05-31,0,01EEQCSAI4KZI2BO
2024-10-22,1,01EEQCSAI4KZI2BO
2024-10-30,1,01EEQCSAI4KZI2BO
2025-01-21,1,01EEQCSAI4KZI2BO
2025-02-12,0,01EEQCSAI4KZI2BO
2025-02-23,1,01EEQCSAI4KZI2BO
2025-03-20,0,01EEQCSAI4KZI2BO
2023-02-05,1,CFL3L91M5Q8UA40M
2023-02-28,1,CFL3L91M5Q8UA40M
2023-03-07,1,CFL3L91M5Q8UA40M
2023-05-07,1,CFL3L91M5Q8UA40M
2023-06-02,1,CFL3L91M5Q8UA40M
2023-08-14,1,CFL3L91M5Q8UA40M
2023-09-06,1,CFL3L91M5Q8UA40M
2023-11-15,1,CFL3L91M5Q8UA40M
2023-12-07,1,CFL3L91M5Q8UA40M
2024-03-20,1,CFL3L91M5Q8UA40M
2024-03-23,0,CFL3L91M5Q8UA40M
2024-05-04,1,CFL3L91M5Q8UA40M
2024-05-28,1,CFL3L91M5Q8UA40M
2024-06-26,0,CFL3L91M5Q8UA40M
2024-08-16,1,CFL3L91M5Q8UA40M
2024-08-29,1,CFL3L91M5Q8UA40M
2024-09-04,1,CFL3L91M5Q8UA40M
2024-10-10,1,CFL3L91M5Q8UA40M
2024-11-22,0,CFL3L91M5Q8UA40M
2022-11-17,1,P464W4HB5MNOQJZB
2023-03-29,1,P464W4HB5MNOQJZB
2023-12-09,1,P464W4HB5MNOQJZB
2024-02-14,1,P464W4HB5MNOQJZB
2024-03-09,1,P464W4HB5MNOQJZB
2024-06-10,0,P464W4HB5MNOQJZB
2024-06-21,1,P464W4HB5MNOQJZB
2024-06-24,1,P464W4HB5MNOQJZB
2024-08-16,1,P464W4HB5MNOQJZB
2024-10-03,1,P464W4HB5MNOQJZB
2024-10-25,1,P464W4HB5MNOQJZB
2024-11-15,1,P464W4HB5MNOQJZB
2024-12-30,1,P464W4HB5MNOQJZB
2024-05-30,1,0XX8XQCY83KP7V14
2024-06-09,1,0XX8XQCY83KP7V14
2024-06-14,1,0XX8XQCY83KP7V14
2024-08-15,1,0XX8XQCY83KP7V14
2024-11-02,1,0XX8XQCY83KP7V14
2024-11-27,1,0XX8XQCY83KP7V14
2025-02-05,1,0XX8XQCY83KP7V14
2025-06-08,1,0XX8XQCY83KP7V14
2025-07-13,1,0XX8XQCY83KP7V14
2022-07-24,1,EMRPRFDJO1QS6ROH
2022-10-15,1,EMRPRFDJO1QS6ROH
2023-04-08,1,EMRPRFDJO1QS6ROH
2023-09-18,0,EMRPRFDJO1QS6ROH
2024-07-16,1,EMRPRFDJO1QS6ROH
2024-07-21,0,EMRPRFDJO1QS6ROH
2024-08-01,0,EMRPRFDJO1QS6ROH
2022-12-12,1,VFTKT5Y1PXI4BTP1
2022-12-18,1,VFTKT5Y1PXI4BTP1
2023-03-03,1,VFTKT5Y1PXI4BTP1
2023-10-03,0,2MVYVAEM1KJ0RV1T
2023-10-11,1,2MVYVAEM1KJ0RV1T
2024-06-04,1,2MVYVAEM1KJ0RV1T
2024-12-06,0,2MVYVAEM1KJ0RV1T
2023-08-28,1,GUCH9XBA2YNJ592A
2023-09-19,1,GUCH9XBA2YNJ592A
2023-10-21,1,GUCH9XBA2YNJ592A
2024-02-29,1,GUCH9XBA2YNJ592A
2024-04-17,1,GUCH9XBA2YNJ592A
2024-07-08,1,GUCH9XBA2YNJ592A
2023-10-08,1,24IYUB1MVQR4AUVM
2023-10-28,1,24IYUB1MVQR4AUVM
2024-02-23,1,24IYUB1MVQR4AUVM
2024-05-19,1,24IYUB1MVQR4AUVM
2024-07-25,1,24IYUB1MVQR4AUVM
2024-07-29,1,24IYUB1MVQR4AUVM
2024-11-08,1,24IYUB1MVQR4AUVM
2024-12-30,1,24IYUB1MVQR4AUVM
2025-01-04,1,24IYUB1MVQR4AUVM
2025-02-24,0,24IYUB1MVQR4AUVM
2025-04-15,1,24IYUB1MVQR4AUVM
2025-05-31,1,24IYUB1MVQR4AUVM
2025-08-28,1,24IYUB1MVQR4AUVM
2025-02-09,1,PY4AZX7BHTKDNZH9
2025-02-16,1,PY4AZX7BHTKDNZH9
2025-03-31,1,PY4AZX7BHTKDNZH9
2025-04-27,1,PY4AZX7BHTKDNZH9
2025-05-18,1,PY4AZX7BHTKDNZH9
2024-04-04,1,GF51UQMYV5NTHUVY
2024-09-25,1,GF51UQMYV5NTHUVY
2024-12-23,1,GF51UQMYV5NTHUVY
2024-12-30,1,GF51UQMYV5NTHUVY
2025-02-25,1,GF51UQMYV5NTHUVY
2025-03-15,1,GF51UQMYV5NTHUVY
2023-11-18,1,S124EJVTUQBGDEUM
2024-04-15,1,S124EJVTUQBGDEUM
2022-02-05,1,VTQBOXAHD1N9XODH
2022-03-11,1,VTQBOXAHD1N9XODH
2022-03-30,1,VTQBOXAHD1N9XODH
2022-05-18,1,VTQBOXAHD1N9XODH
2024-12-12,0,VX8MP5G1MF30SPMU
2025-01-14,1,VX8MP5G1MF30SPMU
2025-01-26,1,VX8MP5G1MF30SPMU
2025-02-27,1,VX8MP5G1MF30SPMU
2025-05-06,1,VX8MP5G1MF30SPMU
2025-05-07,1,VX8MP5G1MF30SPMU
2024-04-10,1,G1OISFFO9YQ7LS9A
2024-07-21,1,G1OISFFO9YQ7LS9A
2024-11-09,0,PFPO4XZM0Q8UA40M
2024-11-30,1,PFPO4XZM0Q8UA40M
2023-09-11,1,2YMDVBHM1KO0RV1T
2023-11-24,1,2YMDVBHM1KO0RV1T
2024-07-11,0,2YMDVBHM1KO0RV1T
2024-10-23,0,2YMDVBHM1KO0RV1T
2024-12-31,1,2YMDVBHM1KO0RV1T
2025-01-02,1,2YMDVBHM1KO0RV1T
2022-09-20,1,GXR7HK9RU5QCZE7Y
2023-01-10,1,GXR7HK9RU5QCZE7Y
2023-04-29,1,2UKOIHZKVQS4AU3M
2023-06-07,1,2UKOIHZKVQS4AU3M
2023-06-21,1,2UKOIHZKVQS4AU3M
2023-09-03,1,2UKOIHZKVQS4AU3M
2023-11-03,1,2UKOIHZKVQS4AU3M
2024-04-30,1,VMP64XQPAUK28D0J
2024-07-19,1,VMP64XQPAUK28D0J
2025-03-30,1,EFI9S5DJPXI4BT91
2025-05-23,1,EFI9S5DJPXI4BT91
2025-07-18,1,EFI9S5DJPXI4BT91
2025-04-09,1,SMBQXOJIUQHGDE8M
2025-07-17,1,SMBQXOJIUQHGDE8M
2022-04-29,1,0UIYEX642YNJ59UA
2022-05-30,1,0UIYEX642YNJ59UA
2022-06-22,1,0UIYEX642YNJ59UA
2022-09-08,1,0UIYEX642YNJ59UA
2023-01-29,0,0UIYEX642YNJ59UA
2023-07-02,1,0UIYEX642YNJ59UA
2023-09-22,1,0UIYEX642YNJ59UA
2023-11-14,0,0UIYEX642YNJ59UA
2023-12-05,0,0UIYEX642YNJ59UA
2022-12-17,0,S4YQN4ZFVQY4AUKM
2022-12-22,1,S4YQN4ZFVQY4AUKM
2023-02-11,0,S4YQN4ZFVQY4AUKM
2023-04-10,0,S4YQN4ZFVQY4AUKM
2023-04-14,1,S4YQN4ZFVQY4AUKM
2024-01-15,1,S4YQN4ZFVQY4AUKM
2024-08-19,1,S4YQN4ZFVQY4AUKM
2024-11-21,1,S4YQN4ZFVQY4AUKM
2025-03-02,1,S4YQN4ZFVQY4AUKM
2025-03-26,0,S4YQN4ZFVQY4AUKM
2025-02-25,1,CYDMMR3EJMDRW7CB
2025-03-02,1,CYDMMR3EJMDRW7CB
2023-02-01,1,0FM57T2OV5MTHUJY
2023-02-13,1,0FM57T2OV5MTHUJY
2024-10-08,1,21GK30HW1KG0RVLT
2024-10-25,1,21GK30HW1KG0RVLT
2024-11-17,1,21GK30HW1KG0RVLT
2024-11-27,1,21GK30HW1KG0RVLT
2023-07-03,0,ET01G9WTD1B9XO4H
2023-07-19,1,ET01G9WTD1B9XO4H
2023-10-26,1,ET01G9WTD1B9XO4H
2023-11-27,0,ET01G9WTD1B9XO4H
2024-01-04,0,ET01G9WTD1B9XO4H
2024-02-19,1,ET01G9WTD1B9XO4H
2024-03-19,1,ET01G9WTD1B9XO4H
2022-05-12,1,EXOXBGO7TX0G2CS1
2022-06-29,1,EXOXBGO7TX0G2CS1
2022-07-14,1,EXOXBGO7TX0G2CS1
2023-05-02,0,EXOXBGO7TX0G2CS1
2022-05-16,0,2T6T84Z3VTY4AUFM
2022-07-15,1,2T6T84Z3VTY4AUFM
2022-10-30,1,2T6T84Z3VTY4AUFM
2022-12-03,1,2T6T84Z3VTY4AUFM
2022-12-28,1,2T6T84Z3VTY4AUFM
2023-03-14,1,2T6T84Z3VTY4AUFM
2023-03-21,0,2T6T84Z3VTY4AUFM
2023-03-28,1,2T6T84Z3VTY4AUFM
2023-04-16,1,2T6T84Z3VTY4AUFM
2023-05-11,1,2T6T84Z3VTY4AUFM
2023-05-20,1,2T6T84Z3VTY4AUFM
2023-08-02,1,2T6T84Z3VTY4AUFM
2023-08-13,1,2T6T84Z3VTY4AUFM
2023-10-12,1,2T6T84Z3VTY4AUFM
2023-12-10,1,2T6T84Z3VTY4AUFM
2024-01-13,1,2T6T84Z3VTY4AUFM
2024-03-16,1,2T6T84Z3VTY4AUFM
2023-11-02,1,011RUZX0BR7ZI2VO
2023-11-07,1,011RUZX0BR7ZI2VO
2024-01-10,1,011RUZX0BR7ZI2VO
2024-01-17,1,011RUZX0BR7ZI2VO
2024-03-04,1,011RUZX0BR7ZI2VO
2024-04-02,1,011RUZX0BR7ZI2VO
2024-04-05,1,011RUZX0BR7ZI2VO
2024-08-10,1,011RUZX0BR7ZI2VO
2024-09-03,1,011RUZX0BR7ZI2VO
2024-09-13,1,011RUZX0BR7ZI2VO
2024-10-01,1,011RUZX0BR7ZI2VO
2024-11-15,1,011RUZX0BR7ZI2VO
2025-05-06,1,011RUZX0BR7ZI2VO
2025-05-11,1,011RUZX0BR7ZI2VO
2024-10-23,0,CF3TQUZ90T1UA4OM
2024-12-03,1,CF3TQUZ90T1UA4OM
2024-12-09,1,CF3TQUZ90T1UA4OM
2025-01-13,1,CF3TQUZ90T1UA4OM
2023-03-25,1,SYSPZGJ8UP0GDENM
2023-04-13,1,SYSPZGJ8UP0GDENM
2023-04-20,1,SYSPZGJ8UP0GDENM
2023-04-27,1,SYSPZGJ8UP0GDENM
2023-07-20,1,SYSPZGJ8UP0GDENM
2023-10-30,1,SYSPZGJ8UP0GDENM
2024-04-22,1,SYSPZGJ8UP0GDENM
2024-07-26,1,P4F95OLUZ9AOQJTB
2024-09-05,1,P4F95OLUZ9AOQJTB
2024-04-14,1,0X6GIPBD1GCP7VZ4
2024-07-16,1,0X6GIPBD1GCP7VZ4
2022-02-11,1,SUETA4ZKVTY4AU3M
2022-08-17,1,SUETA4ZKVTY4AU3M
2022-09-19,1,SUETA4ZKVTY4AU3M
2022-11-03,1,SUETA4ZKVTY4AU3M
2023-02-22,1,SUETA4ZKVTY4AU3M
2023-05-02,1,SUETA4ZKVTY4AU3M
2025-05-16,1,EMAZLSKCOZ2S6RGH
2025-07-15,1,EMAZLSKCOZ2S6RGH
2025-08-15,1,EMAZLSKCOZ2S6RGH
2024-01-01,1,VFCUX4DJPUY4BT91
2024-02-21,1,VFCUX4DJPUY4BT91
2024-04-09,0,VFCUX4DJPUY4BT91
2024-05-28,1,VFCUX4DJPUY4BT91
2024-06-08,1,VFCUX4DJPUY4BT91
2024-06-16,1,VFCUX4DJPUY4BT91
2024-08-12,1,VFCUX4DJPUY4BT91
2024-08-21,1,VFCUX4DJPUY4BT91
2024-12-04,1,VFCUX4DJPUY4BT91
2024-12-18,1,VFCUX4DJPUY4BT91
2025-01-06,1,VFCUX4DJPUY4BT91
2025-01-23,1,VFCUX4DJPUY4BT91
2025-03-14,0,VFCUX4DJPUY4BT91
2025-04-05,1,VFCUX4DJPUY4BT91
2025-06-04,1,VFCUX4DJPUY4BT91
2024-09-20,1,2MUBS0HL1CG0RV6T
2024-11-24,1,2MUBS0HL1CG0RV6T
2025-07-02,1,2MUBS0HL1CG0RV6T
2025-08-16,1,2MUBS0HL1CG0RV6T
2025-01-18,1,GUMQ5J642OHJ59UA
2025-08-18,1,GUMQ5J642OHJ59UA
2023-01-12,0,CXD9WEJS4PVEDGRM
2023-01-18,1,CXD9WEJS4PVEDGRM
2023-03-30,1,CXD9WEJS4PVEDGRM
2023-04-14,0,CXD9WEJS4PVEDGRM
2023-04-21,1,CXD9WEJS4PVEDGRM
2023-09-04,1,CXD9WEJS4PVEDGRM
2023-09-06,0,CXD9WEJS4PVEDGRM
2023-09-28,1,CXD9WEJS4PVEDGRM
2024-04-24,1,CXD9WEJS4PVEDGRM
2024-06-25,0,CXD9WEJS4PVEDGRM
2023-01-31,1,245BH4ZFVTY4AUKM
2023-03-04,1,245BH4ZFVTY4AUKM
2023-04-25,1,245BH4ZFVTY4AUKM
2023-04-29,1,245BH4ZFVTY4AUKM
2023-05-11,1,245BH4ZFVTY4AUKM
2023-05-27,1,245BH4ZFVTY4AUKM
2023-06-29,1,245BH4ZFVTY4AUKM
2025-04-14,1,PYGXID5VHSRDNZP9
2025-06-21,1,PYGXID5VHSRDNZP9
2025-06-25,1,PYGXID5VHSRDNZP9
2023-10-18,1,GFLA5T2OV4MTHUJY
2023-11-29,1,GFLA5T2OV4MTHUJY
2024-06-29,1,GFLA5T2OV4MTHUJY
